path,size_bytes,mtime_iso,age_days_at_inventory,likely_owner,likely_purpose,classification,canonical_twin,evidence_relevance,classification_rationale,tracked_at_fixed_sha_same_path
.agents/skills/prototype/SKILL.md,2957,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/prototype/UI.md,7025,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/research/agents/openai.yaml,97,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/research/SKILL.md,806,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/resolving-merge-conflicts/agents/openai.yaml,116,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/resolving-merge-conflicts/SKILL.md,932,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/scaffold-exercises/agents/openai.yaml,111,2026-08-22T19:56:11+03:00,2.0,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/scaffold-exercises/SKILL.md,3695,2026-08-22T19:56:11+03:00,2.0,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/setup-matt-pocock-skills/agents/openai.yaml,157,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/setup-matt-pocock-skills/domain.md,2084,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/setup-matt-pocock-skills/issue-tracker-github.md,3776,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/setup-matt-pocock-skills/issue-tracker-gitlab.md,3855,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/setup-matt-pocock-skills/issue-tracker-local.md,1840,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/setup-matt-pocock-skills/SKILL.md,6957,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/setup-matt-pocock-skills/triage-labels.md,1060,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/setup-pre-commit/agents/openai.yaml,102,2026-08-22T19:56:11+03:00,2.0,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/setup-pre-commit/SKILL.md,2349,2026-08-22T19:56:11+03:00,2.0,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/setup-ts-deep-modules/agents/openai.yaml,154,2026-08-22T19:56:11+03:00,2.0,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/setup-ts-deep-modules/dependency-cruiser.config.cjs,3807,2026-08-22T19:56:11+03:00,2.0,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/setup-ts-deep-modules/SKILL.md,7648,2026-08-22T19:56:11+03:00,2.0,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/tdd/agents/openai.yaml,90,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/tdd/mocking.md,1540,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/tdd/SKILL.md,3587,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/tdd/tests.md,2291,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/teach/agents/openai.yaml,144,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/teach/GLOSSARY-FORMAT.md,2157,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/teach/LEARNING-RECORD-FORMAT.md,2793,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/teach/MISSION-FORMAT.md,1571,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/teach/RESOURCES-FORMAT.md,1956,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/teach/SKILL.md,9646,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/to-questionnaire/agents/openai.yaml,171,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/to-questionnaire/SKILL.md,2958,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/to-spec/agents/openai.yaml,140,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/to-spec/SKILL.md,3118,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/to-tickets/agents/openai.yaml,151,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/to-tickets/SKILL.md,5776,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/triage/AGENT-BRIEF.md,8149,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/triage/agents/openai.yaml,140,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/triage/OUT-OF-SCOPE.md,4772,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/triage/SKILL.md,6669,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/wait-what/agents/openai.yaml,163,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/wait-what/SKILL.md,401,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/wayfinder/agents/openai.yaml,149,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/wayfinder/SKILL.md,12036,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/wizard/agents/openai.yaml,99,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/wizard/SKILL.md,4167,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/wizard/template.sh,8771,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/writing-beats/agents/openai.yaml,147,2026-08-22T19:56:11+03:00,2.0,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/writing-beats/SKILL.md,4922,2026-08-22T19:56:11+03:00,2.0,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/writing-for-agents/agents/openai.yaml,105,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/writing-for-agents/SKILL-MECHANICS.md,2651,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/writing-for-agents/SKILL.md,10967,2026-08-23T09:06:10+03:00,1.452,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/writing-fragments/agents/openai.yaml,145,2026-08-22T19:56:11+03:00,2.0,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/writing-fragments/SKILL.md,3637,2026-08-22T19:56:11+03:00,2.0,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/writing-shape/agents/openai.yaml,149,2026-08-22T19:56:11+03:00,2.0,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
.agents/skills/writing-shape/SKILL.md,6001,2026-08-22T19:56:11+03:00,2.0,local agent tooling (human owner UNKNOWN),local reusable agent-skill package/support file,UNKNOWN,,"NONE — local agent tooling state, not repository/product evidence",untracked artefact has no safe canonical/legacy/evidence determination,NO
MTC_COMMAND_CENTER/08_DASHBOARD_APP/apps/Deepreseach/Chatgbt.md,56139,2026-08-18T17:52:35+03:00,6.086,UNKNOWN,dashboard research input or visual reference: Chatgbt.md,EVIDENCE,,MEDIUM — research/data input whose provenance may matter,untracked path has a research/audit/evidence/parity marker,NO
MTC_COMMAND_CENTER/08_DASHBOARD_APP/apps/Deepreseach/deepseek_markdown_20260818_cb6fa2.md,23965,2026-08-18T17:55:05+03:00,6.084,DeepSeek-assisted workflow (filename marker; human owner UNKNOWN),dashboard research input or visual reference: deepseek_markdown_20260818_cb6fa2.md,EVIDENCE,,MEDIUM — research/data input whose provenance may matter,untracked path has a research/audit/evidence/parity marker,NO
