path,filename,size_bytes,sha256,url,video_id,title,duplicate_video_id,is_text_readable
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\103% Return in 1 Year The Simple Event Driven Trading Setup.md,103% Return in 1 Year The Simple Event Driven Trading Setup.md,93107,716bbb72c27b44f94d68caaee8254dcfe6698904163f1c7e659b2909b1c9141a,https://youtu.be/kao-hhaQnig?si=51-SAFaUAH9-AE6y,kao-hhaQnig,103% Return in 1 Year The Simple Event Driven Trading Setup,NO,YES
"06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\11,300% Return in One Year Interview with Larry Williams.md","11,300% Return in One Year Interview with Larry Williams.md",72630,e810f3340e6616e230201511d3786631daafa1d15b3ed2052309dfa02a597217,https://youtu.be/GHZBv1W4-II?si=de5dq3ybVKbtFD-b,GHZBv1W4-II,"11,300% Return in One Year Interview with Larry Williams",NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\120% Return A Simple Weekly Strategy Anyone Can Use.md,120% Return A Simple Weekly Strategy Anyone Can Use.md,75445,ecae75d2cb98e3aae91cbeeff5ed91bf0c6536377c9167000476cfc6ec833ff3,https://youtu.be/62OaP91Jz9k?si=PHn5ULWDuxyqjQ24,62OaP91Jz9k,120% Return A Simple Weekly Strategy Anyone Can Use,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\153% Return in 1 Year - Simple Swing Trading Strategies for Achieving Triple Digit Returns.md,153% Return in 1 Year - Simple Swing Trading Strategies for Achieving Triple Digit Returns.md,101928,3304090045b6e02dc572efb6bb81d1a8968640fd00ed71bfdbc648149b5881be,https://youtu.be/lpjTNygfnzM?si=-jxk_6fLAUXzmVNH,lpjTNygfnzM,153% Return in 1 Year - Simple Swing Trading Strategies for Achieving Triple Digit Returns,NO,YES
"06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\2,115% Return in 1 Year How a Harvard Cancer Scientist Beat Wall Street.md","2,115% Return in 1 Year How a Harvard Cancer Scientist Beat Wall Street.md",143487,8b42ed744a41e3f7289085099c6e8353ed8c4cd0b7bea3d1a75db58feabe0234,https://youtu.be/NGyE4YIgGpU?si=gj_6ZcIyjUFAEGhk,NGyE4YIgGpU,"2,115% Return in 1 Year How a Harvard Cancer Scientist Beat Wall Street",NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\259% Return in 1 Year The Risk Management Strategy YOU Need for Consistent Returns.md,259% Return in 1 Year The Risk Management Strategy YOU Need for Consistent Returns.md,90486,73b34fedd60222400ec49219a4907ab437a6d6212440b97c6221f9f90f1ea7e3,https://youtu.be/oPeTkxTnooA?si=ZqwmMZiavzd-9h51,oPeTkxTnooA,259% Return in 1 Year The Risk Management Strategy YOU Need for Consistent Returns,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\283% Gain in 1 Year - The Story of the 22-Year-Old Swing Trader.md,283% Gain in 1 Year - The Story of the 22-Year-Old Swing Trader.md,141172,798b533365c6a734e6bfb8e16af3597eeaa951ec068d6447a024104b5370e2fb,https://youtu.be/lS9zbnLi1Gg?si=vmGqb0X_iM3tCvw9,lS9zbnLi1Gg,283% Gain in 1 Year - The Story of the 22-Year-Old Swing Trader,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\300% Return in the US Investing Championship  Leos Mikulka's Winning Strategies.md,300% Return in the US Investing Championship  Leos Mikulka's Winning Strategies.md,61246,9d80a888ae1a675a0410faf72f2b375dd5c3ed6135d2fd6d7179855530b5d799,https://youtu.be/esDKpwi1b2M?si=qt0oqFiZ5iJ_ozSZ,esDKpwi1b2M,300% Return in the US Investing Championship  Leos Mikulka's Winning Strategies,NO,YES
"06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\33,500% RETURN - Mark Minervini's VCP Setup that made him Millions.md","33,500% RETURN - Mark Minervini's VCP Setup that made him Millions.md",137216,00242fb0d931001a7f15585ad67ef33291920a0f694b21d74ee911e8558c042f,https://youtu.be/JS4_6gv0PpI?si=GdGc-i9bA1G9F8BS,JS4_6gv0PpI,"33,500% RETURN - Mark Minervini's VCP Setup that made him Millions",NO,YES
"06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\40 Years of Trading Wisdom in 20 Minutes - Lessons from Jim Roppel, Hedge Fund Manager.md","40 Years of Trading Wisdom in 20 Minutes - Lessons from Jim Roppel, Hedge Fund Manager.md",23193,8a16453a335a35fdb3a1f2d1624242aaef4e2e48b6d13826377c56bc6ee7922f,https://youtu.be/Eb9FkLNJLzs?si=0aQgV5pBPJoFFund,Eb9FkLNJLzs,"40 Years of Trading Wisdom in 20 Minutes - Lessons from Jim Roppel, Hedge Fund Manager",NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\409% Return in 1 Year Aggressive Swing Trading Tactics and Setups.md,409% Return in 1 Year Aggressive Swing Trading Tactics and Setups.md,66055,bd2e69f2d51f6c3408fcdb4bd5645f76ba63704b6a77cbc884b62ef370e8b345,https://youtu.be/KWxhLIOchvY?si=d0XTJw2jmEY699x-,KWxhLIOchvY,409% Return in 1 Year Aggressive Swing Trading Tactics and Setups,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\433% Return in 1 Year From Poker Player to Full Time Trader.md,433% Return in 1 Year From Poker Player to Full Time Trader.md,160315,ee162d41c413cf4291b54e404442b65eece36b7618fefe641f3dd65c3b2d5ef6,https://youtu.be/Lot25-2fb-4?si=YHKVb3kJfybusO5o,Lot25-2fb-4,433% Return in 1 Year From Poker Player to Full Time Trader,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\48 Years of Trading Lessons with Market Wizard Peter Brandt.md,48 Years of Trading Lessons with Market Wizard Peter Brandt.md,35641,8b296289b31c16d89c30839e94f99fbde60ebe94da192ea29fb96ead2fa57320,https://youtu.be/R1sNTB2Vh7w?si=XnkewkLqMeGAOqVg,R1sNTB2Vh7w,48 Years of Trading Lessons with Market Wizard Peter Brandt,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\5 Simple & Effective Trading Setups of Market Wizards.md,5 Simple & Effective Trading Setups of Market Wizards.md,48588,6c3194187e082a2759ba2f174e4d496967f4332614cc06771f4781866d01b96b,https://youtu.be/lTiR1pc82EE?si=mvvql0aCc1yj_UO0,lTiR1pc82EE,5 Simple & Effective Trading Setups of Market Wizards,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\7 Steps to Beat the Market - Ultimate Trading Guide Ep.md,7 Steps to Beat the Market - Ultimate Trading Guide Ep.md,135296,e86cf5f5d39b532d6dd45d9fa2e62175a60f610280de2ad49a99b388b166a0e7,https://youtu.be/QzzKqmPcB3A?si=gJB9Tj18DU75ZM8Y,QzzKqmPcB3A,7 Steps to Beat the Market - Ultimate Trading Guide Ep,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\a Hedge Fund Manager Reveals his Perfect Pullback Trading Setup.md,a Hedge Fund Manager Reveals his Perfect Pullback Trading Setup.md,99328,8f5c128444c1cb0abb57b722fa20f6824a69804fbd54a5efdc9b1b8a8c2b8ba5,https://youtu.be/ivL6E6Lc6gM?si=GNNGCxRmyNZYqNrJ,ivL6E6Lc6gM,a Hedge Fund Manager Reveals his Perfect Pullback Trading Setup,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\CANSLIM Trading Strategy Beat 99% of Investors Using This Simple Strategy.md,CANSLIM Trading Strategy Beat 99% of Investors Using This Simple Strategy.md,136078,59690e00abca3c9b4d9ae2350886dc4af112fea6e3b74f878107f1846ce1266a,https://youtu.be/FiUGDA7eMyU?si=20tFGyciOIfCkbZF,FiUGDA7eMyU,CANSLIM Trading Strategy Beat 99% of Investors Using This Simple Strategy,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\FOMO is Ruining Your Trades Here's How to Fix It Trading Psychology.md,FOMO is Ruining Your Trades Here's How to Fix It Trading Psychology.md,4799,18a1899b6d463d65eb7ece5b937279982fe24231b8c0181dbbb9ec085359e66f,https://youtu.be/q4TuaY-ccqA?si=qjSd1TX2o0EipoIW,q4TuaY-ccqA,FOMO is Ruining Your Trades Here's How to Fix It Trading Psychology,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\From Blowing Up 3 Times to Managing a $200 Million Hedge Fund — Exclusive Interview with Jim Roppel.md,From Blowing Up 3 Times to Managing a $200 Million Hedge Fund — Exclusive Interview with Jim Roppel.md,162710,0ff7c59060b0ae4be70d517b8ce9e1759a86b498ca35dcd03be4d982648034d9,https://youtu.be/jLioqyVlRkE?si=HMyJ3lenMmbzZ0Tz,jLioqyVlRkE,From Blowing Up 3 Times to Managing a $200 Million Hedge Fund — Exclusive Interview with Jim Roppel,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Gamer Trades $5k into over $1 Million with just a 30% Win Rate - Brian Lee Trades.md,Gamer Trades $5k into over $1 Million with just a 30% Win Rate - Brian Lee Trades.md,98248,78daafeac71dc17855328b18635d2f02090e1ad4c61a6449484d8d1581a5b5d5,https://youtu.be/DPA35Gug3Y4?si=tgHSwpjijUJECVZU,DPA35Gug3Y4,Gamer Trades $5k into over $1 Million with just a 30% Win Rate - Brian Lee Trades,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\How A Day Trader Turned into a Super-Performance Swing Trader - Real Simple Ariel.md,How A Day Trader Turned into a Super-Performance Swing Trader - Real Simple Ariel.md,155503,5fd9ec61a123631845566b5a700d6491a39df6170e6a618ce335d91879da6b83,https://youtu.be/Nq-p7Bu1YT0?si=jA26J6RGZtMXyY4v,Nq-p7Bu1YT0,How A Day Trader Turned into a Super-Performance Swing Trader - Real Simple Ariel,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\How Clement Ang Achieved 150%+ Returns in the US Investing Championship.md,How Clement Ang Achieved 150%+ Returns in the US Investing Championship.md,209941,946944bd9610875f60e6eecbd1e6bc3ca3366bd46e2893de98b3c534d2b67a03,https://youtu.be/zw96qkUn9_g?si=lYvUhy_G4u0p8zkl,zw96qkUn9_g,How Clement Ang Achieved 150%+ Returns in the US Investing Championship,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\How Mark Minervini Became a Market Wizard.md,How Mark Minervini Became a Market Wizard.md,63496,3dc99b07aba923cc265c91f80c4dcf2e1ea9d5d6e88f827ebf53f182cc941b8b,https://youtu.be/uh5bALsKkLg?si=D9l98HmuwtUWogwR,uh5bALsKkLg,How Mark Minervini Became a Market Wizard,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\I Stopped Trading So Much and My Profits Skyrocketed.md,I Stopped Trading So Much and My Profits Skyrocketed.md,73678,f324fe881e1d3a6adee0e9871d9636b63551c1497fa3b8ffbc419bd195624cc7,https://youtu.be/-JyH5PAJ4-Y?si=BqaSaOarsfJIutKk,-JyH5PAJ4-Y,I Stopped Trading So Much and My Profits Skyrocketed,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Mark Minervini's #1 Risk Management Secret to Grow Your Trading Profit.md,Mark Minervini's #1 Risk Management Secret to Grow Your Trading Profit.md,12688,46e183ecaaa2f0ee1510609df7cfa6cf8efa88c3f0d3ea5ec52a440b569e3d8a,https://youtu.be/C9Pvd9UD0jM?si=XgRD98I2o19JsA0i,C9Pvd9UD0jM,Mark Minervini's #1 Risk Management Secret to Grow Your Trading Profit,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Pro Swing Trading Entry Tactics Ultimate Trading Guide Ep3.md,Pro Swing Trading Entry Tactics Ultimate Trading Guide Ep3.md,172390,7ec8ee7a52a7f390625fb03aaf6bd99a69bec8e52f5a156022d94c6fd7c19999,https://youtu.be/oZH6_XRxtDc?si=ar7mxK0F7O5fbnBZ,oZH6_XRxtDc,Pro Swing Trading Entry Tactics Ultimate Trading Guide Ep3,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Pro Swing Trading Setups For Consistent Gains Ultimate Trading Guide Ep 2.md,Pro Swing Trading Setups For Consistent Gains Ultimate Trading Guide Ep 2.md,154093,95e5c9e6e3075c300716ab6dee4731efeb2ae58a8fb401f2720ea2d911dbd47a,https://youtu.be/NwgJQyoUAaI?si=IuOBlOwf_231Oftz,NwgJQyoUAaI,Pro Swing Trading Setups For Consistent Gains Ultimate Trading Guide Ep 2,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Secrets to Profitable Trading from Market Legend Stan Weinstein.md,Secrets to Profitable Trading from Market Legend Stan Weinstein.md,60817,0fd7ea1403573885b35a4753d2bcc2fe26469fdaa0c064d82ac577e43fe3d9bd,https://youtu.be/DLlNDuOTUfQ?si=_eUc_moFLJqb-qm-,DLlNDuOTUfQ,Secrets to Profitable Trading from Market Legend Stan Weinstein,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Stage Analysis Warnings for Current Markets - Exclusive Interview with Stan Weinstein.md,Stage Analysis Warnings for Current Markets - Exclusive Interview with Stan Weinstein.md,76016,cce7e034c3c1cf86e83cd76c3d804f41d7bb27e0a2feb0b15a2d2f54aa808e63,https://youtu.be/O0GpSPtmCuM?si=Ra7X5w149KdMksmj,O0GpSPtmCuM,Stage Analysis Warnings for Current Markets - Exclusive Interview with Stan Weinstein,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\Swing Trading Vs.md,Swing Trading Vs.md,116048,39720a110e9829973bd290b257faf03ea89112a646acd267f5d4c23f02174aa1,https://youtu.be/UMgJ0P8fe0s?si=eKWvqv-TW7Z9oeTt,UMgJ0P8fe0s,Swing Trading Vs,NO,YES
"06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The $1,000,000 Simple Trading System That Took 13 Years to Build","The $1,000,000 Simple Trading System That Took 13 Years to Build",225040,e68718dcb9e71ff5ba277af7411e676ed4cf85a27e8db0c9b523429ff2f28518,,,"The $1,000,000 Simple Trading System That Took 13 Years to Build",NO,NO
"06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The $1,000,000 Simple Trading System That Took 13 Years to Build.md","The $1,000,000 Simple Trading System That Took 13 Years to Build.md",0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,"The $1,000,000 Simple Trading System That Took 13 Years to Build",NO,NO
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The 10 Principles of Trading with Investing Champion Oliver Kell.md,The 10 Principles of Trading with Investing Champion Oliver Kell.md,77782,8141ed6eade86f4f83345593a591da8f98db874136812cc5aadb395bfe39c7f7,https://youtu.be/ElocJ-b_NTs?si=5HoHV7QnhLAqXNM1,ElocJ-b_NTs,The 10 Principles of Trading with Investing Champion Oliver Kell,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The 3 Powerful Trading Setups of a Top Super-performance Trader.md,The 3 Powerful Trading Setups of a Top Super-performance Trader.md,185851,74706875e6d04c7075aea01ffb575765c8862b852f98db6eb29e9f89b92d6e85,https://youtu.be/7UfHg8PpDZk?si=0mLL1k1aOKmlfSS4,7UfHg8PpDZk,The 3 Powerful Trading Setups of a Top Super-performance Trader,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The 5 Essential Sell Rules from a Market Wizard - Linda Bradford Raschke.md,The 5 Essential Sell Rules from a Market Wizard - Linda Bradford Raschke.md,82599,0f2568dbc2b7aa43226ceeb72d253eb52163fb1942fc496e90419d0f0f03434b,https://youtu.be/kTqKRi-j9kM?si=99GgO3p0M-b25wBA,kTqKRi-j9kM,The 5 Essential Sell Rules from a Market Wizard - Linda Bradford Raschke,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Art of Position Sizing with Anish Sikri  US Investing Championship Top Contender.md,The Art of Position Sizing with Anish Sikri  US Investing Championship Top Contender.md,110058,07233edb87f762dcf200374cd78ad11739ee5fbbe3dcd0f92cd9e50f88978ad3,https://youtu.be/a4uJ3rHhbfA?si=hD9z9rji3O6XbMnj,a4uJ3rHhbfA,The Art of Position Sizing with Anish Sikri  US Investing Championship Top Contender,NO,YES
"06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The AVWAP Trading Indicator Secrets and Setups Brian Shannon, CMT.md","The AVWAP Trading Indicator Secrets and Setups Brian Shannon, CMT.md",93521,9ab4b75947a8c49b6d28638447132e6544183e47c135eddaeedc9640e2b32702,https://youtu.be/UmLa9FAlMgw?si=bqyEc59JFMCVzcGH,UmLa9FAlMgw,"The AVWAP Trading Indicator Secrets and Setups Brian Shannon, CMT",NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Dead Simple VWAP Swing Trading Setup With Brian Shannon.md,The Dead Simple VWAP Swing Trading Setup With Brian Shannon.md,66932,729f3a6c515665d358be950c21673d7b585ece1fa9be4231b510a5dbd8cf778f,https://youtu.be/Jew-Algmi0k?si=HtYuBVZg6mN58Qt-,Jew-Algmi0k,The Dead Simple VWAP Swing Trading Setup With Brian Shannon,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Market Wizard Trading System.md,The Market Wizard Trading System.md,90687,de987248190be348b2290d4fb0d4a100376430614aa371d693d6bf572d80df26,https://youtu.be/ZK5cnVQ2V3Q?si=7cL8AhQdK6X5Q_fg,ZK5cnVQ2V3Q,The Market Wizard Trading System,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Million Dollar TQQQ Swing Trading Strategy Vibha Jha.md,The Million Dollar TQQQ Swing Trading Strategy Vibha Jha.md,124636,bb8da7bc3981399723ff551422788907bc8852650f5f4d8c05c9def4fb738640,https://youtu.be/aDRYV4mjlHA?si=3rtey_IW5W7-U_XR,aDRYV4mjlHA,The Million Dollar TQQQ Swing Trading Strategy Vibha Jha,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Mind of a Trader  Insights on Trading Psychology and Overcoming Setbacks  Charles Harris.md,The Mind of a Trader  Insights on Trading Psychology and Overcoming Setbacks  Charles Harris.md,100999,7c765be8ea1eb7d2d4f0e44b86f5336985df52b31c9a24028108947db4eebb95,https://youtu.be/2f5VfmlU90U?si=pNdZdVgF6KhoXP-v,2f5VfmlU90U,The Mind of a Trader  Insights on Trading Psychology and Overcoming Setbacks  Charles Harris,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Only Sell Rules You Need to Trade Ajay Jani.md,The Only Sell Rules You Need to Trade Ajay Jani.md,106051,9559c45ccfbea038da40fe28c667a8a26640cd3c02a4c9db99e0366cca1eb2cd,https://youtu.be/hVCcVRxaxJY?si=G4BHCvH-VUG_Y91_,hVCcVRxaxJY,The Only Sell Rules You Need to Trade Ajay Jani,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Perfect VCP Trading Setup with Mark Minervini.md,The Perfect VCP Trading Setup with Mark Minervini.md,47467,ae1e97df1c56f0e296ecb92e29f4175bbfe1346006afe735139266eac0f87781,https://youtu.be/M_tD6X0CSOI?si=7w03YALv0bHJJJUE,M_tD6X0CSOI,The Perfect VCP Trading Setup with Mark Minervini,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Reality of Relative Strength Based Trading with Linda Raschke.md,The Reality of Relative Strength Based Trading with Linda Raschke.md,76200,7b20cd71fb9e64ff0072ab0c7878872307643c93b92c0df05a65bfa556d10ce8,,,The Reality of Relative Strength Based Trading with Linda Raschke,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Reality of Trading TQQQ and Key Strategies.md,The Reality of Trading TQQQ and Key Strategies.md,73061,61b0b40e06fa6e7e000cc982f40f71e27cd7e388c063367901aa2bd7ac02e193,https://youtu.be/4-IjRmw7SZI?si=vM7vKuK3ruiMMiND,4-IjRmw7SZI,The Reality of Trading TQQQ and Key Strategies,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Simple Stage Analysis Trading System - Exclusive Interview with Stan Weinstein.md,The Simple Stage Analysis Trading System - Exclusive Interview with Stan Weinstein.md,33761,0e04d6a3b8f72bdcaaa0f03e11d7eff55fea0b32d2c2371ca1c76c50678320ac,https://youtu.be/FtAshnE3MwM?si=ztrLynPPHiysn3FN,FtAshnE3MwM,The Simple Stage Analysis Trading System - Exclusive Interview with Stan Weinstein,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Simple Trading Setup That Made Lance Breitstein Millions.md,The Simple Trading Setup That Made Lance Breitstein Millions.md,97690,28c5f917ca98c9f3e2da2a47bc0f63127111f5c89dcf96cab94bc63222774918,https://youtu.be/R215f4fj7V8?si=L3wGYRC2vMT5Bjb_,R215f4fj7V8,The Simple Trading Setup That Made Lance Breitstein Millions,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Trading Setups of the Record Breaking Trading Champion.md,The Trading Setups of the Record Breaking Trading Champion.md,124766,8635606dc38f54e58c7b041c6362efb3c5b51ff03d82e3300cf368c9194874ab,https://youtu.be/10pHBNVi4Jc?si=ohzwBJxkVCTKPpcX,10pHBNVi4Jc,The Trading Setups of the Record Breaking Trading Champion,NO,YES
"06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The TRUE Path to Trading Success from Lance Breitstein, Market Wizard.md","The TRUE Path to Trading Success from Lance Breitstein, Market Wizard.md",87854,7990c27eec506426a6a11a3beea8b1935195099ace8be3abf91755ad6a6f94d1,https://youtu.be/qz7avJJvnyI?si=2SrYXTRZGFXKyX3p,qz7avJJvnyI,"The TRUE Path to Trading Success from Lance Breitstein, Market Wizard",NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The ULTIMATE Trading Risk Management Guide  Market Wizard Tom Basso.md,The ULTIMATE Trading Risk Management Guide  Market Wizard Tom Basso.md,79083,3cef8fbe7af6a4d770da83ff66bf6601ca2d300e225c7ac5ad4d6169c832c4c8,https://youtu.be/SMWMraeRDXs?si=Z69WgDW16zSpB7vA,SMWMraeRDXs,The ULTIMATE Trading Risk Management Guide  Market Wizard Tom Basso,NO,YES
06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Wedge Pop Trading Setup of Trading Champion Oliver Kell.md,The Wedge Pop Trading Setup of Trading Champion Oliver Kell.md,70577,1ae0af259b2202337fa6feba762b03dfb028d01220ea73b8609f85a6dc246c17,https://youtu.be/m8F3KkBDtC0?si=oiUeKyAkvkzAl5Bd,m8F3KkBDtC0,The Wedge Pop Trading Setup of Trading Champion Oliver Kell,NO,YES
