candidate_id,source_url,source_title,transcript_path,intake_path,corrected_intake_path,source_quality,rule_clarity_score,mechanical_testability_score,trader_credibility_context_score,data_availability_score,expected_edge_plausibility_score,MTC_compatibility_score,visual_review_priority,final_priority_score,classification,next_action,do_not_test_yet_reason
QLR_zw96qkUn9_g,https://www.youtube.com/watch?v=zw96qkUn9_g,How Clement Ang Achieved 150%+ Returns in the US Investing Championship,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\How Clement Ang Achieved 150%+ Returns in the US Investing Championship.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\INTAKE_2026-05-03_zw96qkUn9_g_clement_ang_150pct_returns.md,06_QUANTLENS_LAB\research\restart_transcript_intake_audit_2026_05_04_CODEX\corrected_intakes\CORRECTED_zw96qkUn9_g_INTAKE_2026-05-03_zw96qkUn9_g_clement_ang_150pct_returns.md,HIGH_QUALITY_TRADER_INTERVIEW,5,5,5,2,5,3,2,28.5,REJECT_LOW_QUALITY,REJECT_NO_TEST,No strategy backtests in this phase; needs isolated sandbox and visual review.
QLR_KWxhLIOchvY,https://www.youtube.com/watch?v=KWxhLIOchvY,409% Return in 1 Year Aggressive Swing Trading Tactics and Setups,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\409% Return in 1 Year Aggressive Swing Trading Tactics and Setups.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_003_KWxhLIOchvY_leos_aggressive_swing_tactics.md,,HIGH_QUALITY_TRADER_INTERVIEW,4,5,5,2,5,3,2,27.4,REJECT_LOW_QUALITY,REJECT_NO_TEST,No strategy backtests in this phase; needs isolated sandbox and visual review.
QLR_Nq-p7Bu1YT0,https://www.youtube.com/watch?v=Nq-p7Bu1YT0,How A Day Trader Turned into a Super-Performance Swing Trader - Real Simple Ariel,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\How A Day Trader Turned into a Super-Performance Swing Trader - Real Simple Ariel.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_004_Nq_p7Bu1YT0_ariel_rs_leadergroup_swing.md,,HIGH_QUALITY_TRADER_INTERVIEW,5,5,5,2,5,3,2,28.5,REJECT_LOW_QUALITY,REJECT_NO_TEST,No strategy backtests in this phase; needs isolated sandbox and visual review.
QLR_7UfHg8PpDZk,https://www.youtube.com/watch?v=7UfHg8PpDZk,The 3 Powerful Trading Setups of a Top Super-performance Trader,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The 3 Powerful Trading Setups of a Top Super-performance Trader.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QL_INTAKE_005_7UfHg8PpDZk_marios_three_setup_superperformance.md,,HIGH_QUALITY_TRADER_INTERVIEW,5,5,5,2,5,3,2,28.5,REJECT_LOW_QUALITY,REJECT_NO_TEST,No strategy backtests in this phase; needs isolated sandbox and visual review.
QLR_Yb5lMegA5Hs,https://www.youtube.com/watch?v=Yb5lMegA5Hs,QUANTLENS_DAILY_EXTENSION_ANTI_CHASE_CRITICAL_REPORT,,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_DAILY_EXTENSION_ANTI_CHASE_CRITICAL_REPORT.md,06_QUANTLENS_LAB\research\restart_transcript_intake_audit_2026_05_04_CODEX\corrected_intakes\CORRECTED_Yb5lMegA5Hs_QUANTLENS_DAILY_EXTENSION_ANTI_CHASE_CRITICAL_REPORT.md,MEDIUM_QUALITY_EDUCATIONAL,4,4,3,2,5,2,2,23.2,DATA_BLOCKED,DO_NOT_TEST_UNTIL_SOURCE_FIXED,No strategy backtests in this phase; needs isolated sandbox and visual review.
QLR_RHlsVNSM8Aw,https://www.youtube.com/watch?v=RHlsVNSM8Aw,QUANTLENS_EMA20_50_RETEST_CRITICAL_INTAKE_REPORT,,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_EMA20_50_RETEST_CRITICAL_INTAKE_REPORT.md,06_QUANTLENS_LAB\research\restart_transcript_intake_audit_2026_05_04_CODEX\corrected_intakes\CORRECTED_RHlsVNSM8Aw_QUANTLENS_EMA20_50_RETEST_CRITICAL_INTAKE_REPORT.md,MEDIUM_QUALITY_EDUCATIONAL,5,5,3,2,4,3,2,25.5,REJECT_LOW_QUALITY,REJECT_NO_TEST,No strategy backtests in this phase; needs isolated sandbox and visual review.
QLR_VKNEJA5r8zw,https://www.youtube.com/watch?v=VKNEJA5r8zw,+969% Return in 1 Year The Pullback Strategy of a Trading Champion,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\+969% Return in 1 Year The Pullback Strategy of a Trading Champion.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_MARTIN_LUKE_PULLBACK_INTAKE_REPORT.md,,HIGH_QUALITY_TRADER_INTERVIEW,5,5,5,2,5,2,2,27.5,DUPLICATE_OR_MERGED,MERGE_WITH_CANONICAL_SOURCE_BEFORE_TESTING,No strategy backtests in this phase; needs isolated sandbox and visual review.
QLR_bRXO6F_vGjM,https://www.youtube.com/watch?v=bRXO6F_vGjM,QUANTLENS_TY_RAJNUS_MICROCAP_SHORT_INTAKE_REPORT,,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\QUANTLENS_TY_RAJNUS_MICROCAP_SHORT_INTAKE_REPORT.md,06_QUANTLENS_LAB\research\restart_transcript_intake_audit_2026_05_04_CODEX\corrected_intakes\CORRECTED_bRXO6F_vGjM_QUANTLENS_TY_RAJNUS_MICROCAP_SHORT_INTAKE_REPORT.md,MEDIUM_QUALITY_EDUCATIONAL,5,5,3,2,3,2,2,23.5,DATA_BLOCKED,DO_NOT_TEST_UNTIL_SOURCE_FIXED,No strategy backtests in this phase; needs isolated sandbox and visual review.
QLR_oPeTkxTnooA,https://www.youtube.com/watch?v=oPeTkxTnooA,259% Return in 1 Year The Risk Management Strategy YOU Need for Consistent Returns,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\259% Return in 1 Year The Risk Management Strategy YOU Need for Consistent Returns.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_oPeTkxTnooA_Intake_Report_2026-05-03.md,,HIGH_QUALITY_TRADER_INTERVIEW,4,5,5,2,4,3,2,26.4,REJECT_LOW_QUALITY,REJECT_NO_TEST,No strategy backtests in this phase; needs isolated sandbox and visual review.
QLR_VKNEJA5r8zw,https://www.youtube.com/watch?v=VKNEJA5r8zw,+969% Return in 1 Year The Pullback Strategy of a Trading Champion,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\+969% Return in 1 Year The Pullback Strategy of a Trading Champion.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_VKNEJA5r8zw_Intake_Report_2026-05-03.md,,HIGH_QUALITY_TRADER_INTERVIEW,5,5,5,2,5,2,2,27.5,DUPLICATE_OR_MERGED,MERGE_WITH_CANONICAL_SOURCE_BEFORE_TESTING,No strategy backtests in this phase; needs isolated sandbox and visual review.
QLR_ZK5cnVQ2V3Q,https://www.youtube.com/watch?v=ZK5cnVQ2V3Q,The Market Wizard Trading System,06_QUANTLENS_LAB\00_INBOX_REPORTS\Transcrips\The Market Wizard Trading System.md,06_QUANTLENS_LAB\00_INBOX_REPORTS\3 Mayıs\YT_ZK5cnVQ2V3Q_Intake_Report_2026-05-03.md,,HIGH_QUALITY_TRADER_INTERVIEW,4,5,5,2,5,3,2,27.4,REJECT_LOW_QUALITY,REJECT_NO_TEST,No strategy backtests in this phase; needs isolated sandbox and visual review.
